,1580_and_28111_and_47879,143393_and_147802_and_488,421767_and_425941_and_53408,28126_and_376806_and_671267,1547_and_511_and_56810,1010_and_41276_and_999468,191295_and_2173_and_285,1401_and_290588_and_481743,38286_and_38304_and_441500,157687_and_228604_and_29466,1888_and_67269_and_83617,28130_and_386414_and_76517,118748_and_1308_and_1613,1467_and_182710_and_28025,106648_and_329854_and_452084,29360_and_39483_and_84030,1223514_and_1532_and_38288,1311_and_1746653_and_28118,1280_and_1282_and_28446,137732_and_29461_and_310300,1844653_and_202611_and_28127,1267_and_1379_and_216935,1254_and_187452_and_2741,108980_and_79880_and_871324,1710_and_28091_and_41976,1144673_and_216778_and_40216,136857_and_310514_and_626932,225991_and_290309,370979_and_490189,1034636_and_1670_and_588,1113609_and_28454,271420_and_28090,28135_and_477666,1646377_and_34038_and_70775,184870_and_305719,38304_and_441500,41276_and_999468,143393_and_488,28126_and_671267,386414_and_76517,1535_and_28137_and_589437,421767_and_53408,153721_and_1611423_and_40214,39497_and_40681_and_585,196024_and_34087,179995_and_33935_and_38986,245_and_405446,13690_and_626931_and_88688,1467_and_28025,1453492_and_243924,106654_and_471,187491_and_33029,1661050_and_239974,1401_and_290588,1506_and_28125_and_901,43675_and_726_and_860,1260_and_1859290_and_36874,1661032_and_47877,1547_and_56810,351091_and_376804_and_93064,29552_and_35825_and_840,316_and_454155_and_53412,293_and_32013_and_80866,1844653_and_28127,67269_and_83617,33031_and_470_and_582,308892_and_40324_and_487698,1254_and_2741,102862_and_1408_and_584,1746653_and_28118,202956_and_29430,137732_and_29461,351091_and_376804,1710_and_41976,1487956_and_52787_and_818,76759_and_83263,1504_and_39489,191295_and_285,48296_and_487316,216778_and_40216,216947_and_423605,1223514_and_38288,199_and_28132_and_39778,1148157_and_52226_and_626930,1280_and_1282,1727_and_191493,1267_and_216935,79880_and_871324,52787_and_818,237258_and_328814_and_905,1827099_and_33034,1590_and_483012,179995_and_33935,29360_and_84030,79883_and_84032,208479_and_35833_and_358742,136857_and_626932,1646377_and_34038,1358_and_1515_and_46228,626931_and_88688,39497_and_40681,1510_and_29348_and_341225,316_and_454155,228604_and_29466,1670_and_588,33039_and_387661,28128_and_53363,43675_and_726,1691_and_28026_and_633701,284042_and_328812_and_387090,102862_and_584,153721_and_40214,1902_and_218538_and_309120,1260_and_1859290,251535_and_287_and_410072,470_and_582,293_and_32013,138595_and_1623,199_and_39778,589436_and_77095_and_839,29552_and_35825,1755626_and_291644_and_33043,308892_and_40324,166486_and_45254,1584_and_1630_and_39484,169435_and_214856_and_36848,1148157_and_626930,237258_and_328814,122355_and_1463864_and_317,189722_and_53440,78342_and_82135,261299_and_574375,1902_and_218538,60133_and_729,118748_and_1308,284042_and_387090,1691_and_28026,1755626_and_33043,589436_and_77095,251535_and_287,28116_and_40518_and_821,1264_and_1465754_and_69825,329854_and_452084,1535_and_589437,2139_and_44749_and_45851,294_and_39492_and_882211,122355_and_1463864,163202_and_310297_and_310298,28111_and_47879,29348_and_341225,1515_and_46228,1463837_and_301301_and_39485,29355_and_487175_and_817,1633_and_216816_and_40520,165179_and_187327_and_39029,1264_and_69825,46503_and_47678_and_57706,39492_and_882211,28116_and_821,397865_and_820_and_879,301301_and_39485,204516_and_2088_and_46506,310297_and_310298,163877_and_239935_and_454154,165179_and_187327,216816_and_40520,246787_and_328813,46503_and_47678,487175_and_817,397865_and_820,1113922_and_28117_and_823,1735_and_78346,239935_and_454154,1506_and_28125,204516_and_46506,33038_and_59310,1584_and_1630,169435_and_36848,28117_and_823,228603_and_28136,1582_and_1597,2139_and_45851,208479_and_358742,1303_and_28037
ERR1458795,-2.64134469476853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34400372571658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05993354607187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41124997127908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.41122676582548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17640746000437,0.0,0.0,0.0,0.0,-5.9084180745485995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57494321164159,0.0,0.0,-2.53390938534849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67618740955046,4.38885979719921,0.0,0.0,0.0,0.0,0.0,-4.57588282814647,0.0,0.0,4.63529256391753,-2.6026509750501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.50792372315545,0.0,0.0,0.0,0.0,0.0
ERR1458809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32202110906477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02185853714761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9669434091413502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.138896727814429,0.0,0.0,-3.16325425960196,-2.52022819044267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43634168756394,0.0,0.0,4.36516327251408,0.0,0.0,5.47891709488927,0.0,0.0,-5.13836674621021,0.0,0.0,0.0,0.0,0.0,0.0,-4.21986758745884,0.0,-2.5469103677668796,4.27921873814838,0.0,0.0,0.46017709744077295,0.0,0.0,0.0,-4.41137815929617,0.0,0.0,0.0,0.0,0.0
ERR1458826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.44301861934392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23143237254044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.27531192157034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.67300665879588,0.0,0.0,-2.7688069841870497,0.0,0.0,0.0,4.5356921785625195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23581107859836,0.0,0.0,-2.2859269149391697,0.0,4.7957143729635305,-2.4095885710580696,0.0,0.0,0.0,0.0,0.0,-3.87253838425773,-3.9593415590638195,-3.9593415590638195,0.0,4.17352983040986,-2.30605491749845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9942042821513795,0.0,0.0,0.0,0.0,0.0
ERR1458832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7877845588642596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.92204437334367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.06112931660199,0.0,0.0,-2.9619051343774903,-2.41808435524309,4.8285844965088796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1882449602684595,-2.63736097093245,0.0,5.13017017994094,-5.10351816064831,0.0,0.0,0.0,0.0,0.0,0.0,-4.969413683811309,4.56804319955419,0.0,0.492344464928002,-2.64318602613136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.57813249111559,0.0,0.0,0.0,0.0,0.0
ERR1458835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62907651933836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55369410848038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.77002544784198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.79782481392105,0.0,0.0,-2.9015660553864,0.0,0.0,0.0,0.0,0.0,0.0,-4.8280796579429595,0.0,0.0,0.0,0.0,-2.35013061045126,0.0,0.0,0.0,-2.7195436176763397,0.0,5.02565982944645,-2.4860913235778304,0.0,0.0,-0.47799499143888896,-3.13278864480712,0.0,0.0,0.0,-4.7103877192151,4.07054562172444,4.30603648469296,0.0,0.0,5.42614910218079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1458855,-2.52482375802035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.458834183632951,0.0,0.0,4.80053662565227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8983799326336039,0.0,0.0,-5.60119319453861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37312302904824,0.0,0.0,-2.33456837548949,0.0,0.0,0.0,0.0,0.0,0.0,0.99530899757293,-3.0088728678596497,4.04359104009134,0.0,0.0,-2.30080837924897,0.0,0.0,0.0,0.0,0.0,5.211520680648389,0.0,0.0,-3.98511701133942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1458876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.85553447480107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2362999824691006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.94593079311996,0.0,0.0,0.0,0.0,-5.605435998170741,0.0,0.0,-5.47320005110129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6141874568184704,0.0,0.0,-2.59754191896339,0.0,0.0,0.0,0.680230999867771,-2.54080961263743,4.52790549571886,0.0,0.0,0.0,-4.499074578434549,0.0,0.0,0.0,0.0,4.40081134144742,-2.4842400870879797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3028300490357205,0.0,0.0,0.0,0.0,0.0
ERR1458919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.29016378075728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.85397945447488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.96668002592563,0.0,0.0,0.0,0.0,-4.94323741890821,0.0,0.0,-2.70585066962987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6866708374932005,-5.370619346410849,0.0,-2.49853727101284,0.0,0.0,0.0,0.0,-5.04048136082103,0.0,0.0,-0.203422381018063,-5.31155322204502,0.0,0.0,0.0,-4.327593497998721,0.0,0.0,0.0,0.322144460204924,0.0,0.0,0.0,0.0,0.0
ERR1458936,-2.47904539428775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54099126867185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40112597892855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0197511848712404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2303624784133,0.0,0.0,-2.6238298179156097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29383257717601,0.0,0.0,-2.63621586887683,0.0,0.0,0.0,0.0,-2.7082954411284197,0.0,-4.54460655504403,-2.68021307818772,4.566059824613999,0.0,0.0,-2.54804043451793,0.0,0.0,0.0,4.6909053059415795,0.0,4.64226522653171,-2.5572534918488796,0.0,4.41333549232493,0.0,0.0,0.0,0.0,0.0,-4.429292975715179,0.0,0.0,0.0,0.0,0.0
ERR1458960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4328898258709195,0.0,0.0,-2.67156551362579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6272872053487095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.31806216884202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.747052259106559,0.0,0.0,-2.8981491526302006,0.0,0.0,0.0,0.0,-2.2234445082295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23597129081115,0.0,0.0,0.0,3.8511188560634904,5.0197415802682,-2.4406842341263904,0.0,0.0,0.0,0.0,0.0,3.87281587995027,0.0,0.0,0.0,4.227389098739249,-2.3368226352809303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.04749553258357,0.0,0.0,0.0,0.0,0.0
ERR1458962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32580634865315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02841476443351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28962064057024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.697790087094929,0.0,0.0,-5.23695094202978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55092180495075,0.0,-2.18707731290592,0.0,0.0,0.0,0.0,0.842782203010114,-5.35958177025,4.4183261723100005,0.0,0.0,0.0,0.0,3.7881290260342597,0.0,0.0,0.0,0.796847610443127,-2.32871240138125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.03344819540805,0.0,0.0,0.0,0.0,0.0
ERR1459008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41960611580642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1908807268811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67779924063558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.19174491166149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.63808433725018,0.0,0.0,0.0,0.0,-5.528264351797151,0.0,0.0,-2.45146045012041,0.0,0.0,0.0,4.40338509750567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32095841941425,0.0,0.0,0.0,0.0,-4.2460540523542205,-2.2869178346815096,0.0,0.0,0.0,0.0,0.0,4.0200179046802305,0.0,0.0,0.0,3.9610578824037797,-2.24324552820953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88541522871059,0.0,0.0,0.0,0.0,0.0
ERR1459015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07373598679984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.47918856041209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0262217468915914,0.0,0.0,-2.89452031061036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.66121582978157,0.0,0.0,0.0,5.01345624151719,-2.6935229939726297,0.0,0.0,0.0,-4.9242588480827,1.54605913955392,0.0,0.0,0.0,0.0,4.66531867691563,0.0,0.0,-0.0547718781866313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1459034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70678243593015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.688284704066071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5215740795059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9608118699277997,0.0,0.0,0.0,0.0,0.0,-4.36749442075294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.12827659036797,0.0,0.0,-2.8154006939597798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87641704560302,-2.54429669011188,0.0,0.0,0.0,-2.7545275921348398,0.0,0.0,-5.30227734629537,0.0,0.0,4.406851136803099,-5.34530569094467,0.0,4.77098174042791,0.0,0.0,0.0,0.0,0.0,-0.540117430031616,0.0,0.0,0.0,0.0,0.0
